//Score block 1
M, LeftKneeLiftFaceRight, 0,0,0,6,517
M, RightKneeLiftFaceRight, 0,0,0,7,677
M, LeftKneeLiftFaceRight, 0,0,0,8,714
M, RightKneeLift, 0,0,0,9,772
M, LeftKneeLift, 0,0,0,10,890
M, RightKneeKick, 0,0,0,11,965
M, LeftKneeLiftAndFrontTorso, 0,0,0,13,12
M, RightKneeKick, 0,0,0,14,9
M, LeftKneeLift, 0,0,0,15,67
M, RightKneeKick, 0,0,0,16,167
M, LeftKneeLiftAndFrontTorso, 0,0,0,17,252
M, RightKneeKick, 0,0,0,18,309

F, LeftKneeLiftFaceLeft, 0,0,0,6,517
F, RightKneeLiftFaceLeft, 0,0,0,7,677
F, LeftKneeLiftFaceLeft, 0,0,0,8,714
F, RightKneeLift, 0,0,0,9,772
F, LeftKneeLift, 0,0,0,10,890
F, RightKneeKick, 0,0,0,11,965
F, LeftKneeLiftAndFrontTorso, 0,0,0,13,12
F, RightKneeKick, 0,0,0,14,9
F, LeftKneeLift, 0,0,0,15,67
F, RightKneeKick, 0,0,0,16,167
F, LeftKneeLiftAndFrontTorso, 0,0,0,17,252
F, RightKneeKick, 0,0,0,18,309
N, Score1, 0,0,0,18,880

//Score block 2
M, LeftKneeLift_LeftHand, 0,0,0,19,481
M, RightKneeLift_LeftHand, 0,0,0,20,481
M, LeftKneeLiftAndFrontTorso, 0,0,0,21,564
M, RightKneeLift_LeftHand, 0,0,0,22,630
M, LeftKneeLift_LeftHand, 0,0,0,23,696
M, RightKneeLift_LeftHand, 0,0,0,24,763
M, LeftKneeLiftAndFrontTorso, 0,0,0,25,879
M, RightKneeLift_LeftHand, 0,0,0,26,962
M, KneelAndClap, 0,0,0,28,778

F, HipShakeBack, 0,0,0,21,150
F, HipShakeFront, 0,0,0,25,320
F, HipShakeBack, 0,0,0,29,571
N, Score2, 0,0,0,30,500

//Score block 3
M, LeftKneeLift, 0,0,0,36,638
M, RightKneeLift, 0,0,0,37,634
M, LeftKneeLift, 0,0,0,38,705
M, RightKneeLift, 0,0,0,39,736
M, LeftKneeLift, 0,0,0,40,884
M, RightKneeLift, 0,0,0,41,952
M, LeftKneeLift, 0,0,0,43,42
M, RightKneeLift, 0,0,0,44,32
M, ShrugShoulders, 0,0,0,46,819

F, HipShakeFront, 0,0,0,33,824
F, ScrollingHands_Right, 0,0,0,36,81
F, CrouchAndHipShake, 0,0,0,38,318
F, ScrollingHands_Left, 0,0,0,40,393
