//Score block 1
F, RightKickFaceRight, 0,0,0,6,282
F, LeftKickFaceRight, 0,0,0,7,269
F, RightKickFaceRight, 0,0,0,8,231
F, LeftKickFaceRight, 0,0,0,9,231
F, RightKickFaceRight, 0,0,0,10,214
F, LeftKickFaceRight, 0,0,0,11,163
F, RightKickFaceRight, 0,0,0,12,146
F, LeftKickFaceRight, 0,0,0,13,146
F, RightKneeLift_FaceRight, 0,0,0,15,162
F, RightKneeLift_FaceRight, 0,0,0,17,195
F, RightKneeLift_FaceRight, 0,0,0,19,194
F, RightKneeLIft_FaceRight, 0,0,0,21,160

M, RightKickFaceLeft, 0,0,0,6,282
M, LeftKickFaceLeft, 0,0,0,7,269
M, RightKickFaceLeft, 0,0,0,8,231
M, LeftKickFaceLeft, 0,0,0,9,231
M, RightKickFaceLeft, 0,0,0,10,214
M, LeftKickFaceLeft, 0,0,0,11,163
M, RightKickFaceLeft, 0,0,0,12,146
M, LeftKickFaceLeft, 0,0,0,13,146
M, RightKneeLift_FaceLeft, 0,0,0,15,162
M, RightKneeLift_FaceLeft, 0,0,0,17,195
M, RightKneeLift_FaceLeft, 0,0,0,19,194
M, RightKneeLift_FaceLeft, 0,0,0,21,160
N, Score1, 0,0,0,22,150


//Score block 2
F, RightKneeKick, 0,0,0,23,169
F, RightKneeKick, 0,0,0,25,204
F, LeftKneeLiftAndFrontTorso, 0,0,0,26,192
F, RightKneeLift, 0,0,0,27,201
F, LeftKneeLiftAndFrontTorso, 0,0,0,28,130
F, RightKneeLift, 0,0,0,29,119
F, LeftKneeLiftAndFrontTorso, 0,0,0,30,128
F, RightKneeLift, 0,0,0,31,55
F, LeftKneeLift, 0,0,0,31,767
F, LeftKneeLift, 0,0,0,32,756
F, RightKneeKick, 0,0,0,33,647
F, LeftKneeLift, 0,0,0,34,676
F, LeftKneeLift, 0,0,0,35,725
F, RightKneeKick, 0,0,0,36,612
F, LeftKneeLift, 0,0,0,37,698
F, LeftKneeLift, 0,0,0,38,668
F, RightKneeKick, 0,0,0,39,539
F, LeftKneeLift, 0,0,0,40,686
F, LeftKneeLift, 0,0,0,41,636
F, RightKneeKick, 0,0,0,42,546
F, LeftKneeLift, 0,0,0,43,634
F, LeftKneeLift, 0,0,0,44,681
F, RightKneeKick, 0,0,0,45,431
F, LeftKneeLift, 0,0,0,46,654
F, LeftKneeLift, 0,0,0,47,642
F, RightKneeKick, 0,0,0,48,414
F, LeftKneeLift, 0,0,0,49,601
F, LeftKneeLift, 0,0,0,50,668
F, RightKneeKick, 0,0,0,51,458
F, LeftKneeLift, 0,0,0,52,624
F, LeftKneeLift, 0,0,0,53,594
F, RightKneeKick, 0,0,0,54,544

M, RightKneeKick, 0,0,0,23,169
M, RightKneeKick, 0,0,0,25,204
M, LeftKneeLiftAndFrontTorso, 0,0,0,26,192
M, RightKneeLift, 0,0,0,27,201
M, LeftKneeLiftAndFrontTorso, 0,0,0,28,130
M, RightKneeLift, 0,0,0,29,119
M, LeftKneeLiftAndFrontTorso, 0,0,0,30,128
M, RightKneeLift, 0,0,0,31,55
M, LeftKneeLift, 0,0,0,31,767
M, LeftKneeLift, 0,0,0,32,756
M, RightKneeKick, 0,0,0,33,647
M, LeftKneeLift, 0,0,0,34,676
M, LeftKneeLift, 0,0,0,35,725
M, RightKneeKick, 0,0,0,36,612
M, LeftKneeLift, 0,0,0,37,698
M, LeftKneeLift, 0,0,0,38,668
M, RightKneeKick, 0,0,0,39,539
M, LeftKneeLift, 0,0,0,40,686
M, LeftKneeLift, 0,0,0,41,636
M, RightKneeKick, 0,0,0,42,546
M, LeftKneeLift, 0,0,0,43,634
M, LeftKneeLift, 0,0,0,44,681
M, RightKneeKick, 0,0,0,45,431
M, LeftKneeLift, 0,0,0,46,654
M, LeftKneeLift, 0,0,0,47,642
M, RightKneeKick, 0,0,0,48,414
M, LeftKneeLift, 0,0,0,49,601
M, LeftKneeLift, 0,0,0,50,668
M, RightKneeKick, 0,0,0,51,458
M, LeftKneeLift, 0,0,0,52,624
M, LeftKneeLift, 0,0,0,53,594
M, RightKneeKick, 0,0,0,54,544
N, Score2, 0,0,0,55,260

//Score block 3
F, RightKneeLift_FaceRight, 0,0,0,57,446
F, LeftKneeLiftFaceRight, 0,0,0,58,502
F, BackSideLeftKneeLift, 0,0,1,3,392
F, RightKneeLift_FaceLeft, 0,0,1,9,324
F, LeftKneeLift_FaceLeft, 0,0,1,10,337

M, RightKneeLift_FaceRight, 0,0,0,57,446
M, LeftKneeLift_FaceRight, 0,0,0,58,502
M, BackSideLeftKneeLift, 0,0,1,3,392
M, RightKneeLift_FaceLeft, 0,0,1,9,324
M, LeftKneeLift_FaceLeft, 0,0,1,10,337
N, Score3, 0,0,1,11,390


//Score block 4
F, LeftKneeLift, 0,0,1,13,610
F, LeftKneeLift, 0,0,1,14,548
F, RightKneeKick, 0,0,1,15,444
F, LeftKneeLift, 0,0,1,16,503
F, LeftKneeLift, 0,0,1,17,542
F, RightKneeKick, 0,0,1,18,396
F, LeftKneeLift, 0,0,1,19,454
F, LeftKneeLift, 0,0,1,20,513
F, RightKneeKick, 0,0,1,21,388
F, LeftKneeLift, 0,0,1,22,468
F, LeftKneeLift, 0,0,1,23,507
F, RightKneeKick, 0,0,1,24,319

M, LeftKneeLift, 0,0,1,13,610
M, LeftKneeLift, 0,0,1,14,548
M, RightKneeKick, 0,0,1,15,444
M, LeftKneeLift, 0,0,1,16,503
M, LeftKneeLift, 0,0,1,17,542
M, RightKneeKick, 0,0,1,18,396
M, LeftKneeLift, 0,0,1,19,454
M, LeftKneeLift, 0,0,1,20,513
M, RightKneeKick, 0,0,1,21,388
M, LeftKneeLift, 0,0,1,22,468
M, LeftKneeLift, 0,0,1,23,507
M, RightKneeKick, 0,0,1,24,319
N, Score4, 0,0,1,24,816

//Score block 5
